order_id,customer_id,order_date,ship_date,total_amount,order_status
2391,614,2023-04-16,2023-04-20,2017.14,Completed
2392,614,2023-05-26,2023-05-28,542.19,Completed
2393,614,2023-06-19,2023-06-23,407.62,Completed
2394,615,2024-01-21,2024-01-26,1608.2,Completed
2395,616,2022-04-09,2022-04-11,1588.46,Completed
2396,616,2022-06-05,2022-06-10,308.39,Completed
2397,616,2022-06-16,2022-06-18,236.86,Completed
2398,616,2022-08-29,2022-08-31,1238.74,Completed
2399,617,2023-02-05,2023-02-06,3631.61,Completed
2400,617,2023-04-27,2023-04-30,5517.43,Completed
2401,617,2023-05-24,2023-05-29,563.83,Completed
2402,617,2023-06-03,2023-06-05,1287.3,Completed
2403,617,2023-06-19,2023-06-21,1438.1,Completed
2404,617,2023-06-27,2023-06-29,1296.24,Completed
2405,617,2023-09-18,2023-09-21,167.18,Completed
2406,617,2023-10-22,2023-10-25,1949.58,Completed
2407,617,2023-11-30,2023-12-03,1372.41,Completed
2408,617,2023-12-19,2023-12-24,1637.49,Completed
2409,617,2024-01-02,2024-01-06,1830.78,Completed
2410,617,2024-02-20,2024-02-22,837.89,Completed
2411,617,2024-05-13,2024-05-18,82.83,Completed
2412,617,2024-06-30,2024-07-01,760.61,Completed
2413,617,2024-08-27,2024-08-28,865.31,Completed
2414,617,2024-11-25,2024-11-28,1020.46,Completed
2415,618,2023-08-18,2023-08-21,837.97,Completed
2416,618,2023-10-19,2023-10-22,3633.9,Completed
2417,618,2023-12-09,2023-12-13,2805.6,Completed
2418,619,2024-10-30,2024-11-04,5143.4,Completed
2419,620,2023-07-30,2023-08-03,353.49,Completed
2420,621,2022-07-20,2022-07-21,3776.0,Completed
2421,621,2022-10-05,2022-10-06,312.7,Completed
2422,621,2022-12-30,2023-01-03,944.2,Completed
2423,622,2023-12-01,2023-12-05,7121.05,Completed
2424,622,2024-02-08,2024-02-11,139.63,Completed
2425,622,2024-03-19,2024-03-23,1563.99,Completed
2426,623,2023-02-19,2023-02-21,371.06,Completed
2427,623,2023-04-21,2023-04-26,1462.42,Completed
2428,623,2023-05-25,2023-05-26,55.04,Completed
2429,623,2023-07-05,2023-07-09,3587.56,Completed
2430,623,2023-09-09,2023-09-10,269.25,Completed
2431,623,2023-09-23,2023-09-24,419.84,Completed
2432,623,2023-12-02,2023-12-05,191.19,Completed
2433,624,2022-04-04,2022-04-06,84.6,Completed
2434,624,2022-06-23,2022-06-27,4011.37,Completed
2435,624,2022-09-19,2022-09-22,603.82,Completed
2436,625,2023-11-19,2023-11-24,251.73,Completed
2437,625,2024-01-05,2024-01-10,3460.11,Completed
2438,626,2024-07-30,2024-08-03,536.62,Completed
2439,626,2024-10-12,2024-10-17,1098.57,Completed
2440,627,2024-11-25,2024-11-28,1080.27,Completed
2441,628,2023-10-18,2023-10-23,1632.08,Completed
2442,628,2023-12-03,2023-12-08,87.72,Completed
2443,628,2024-01-07,2024-01-09,721.69,Completed
2444,628,2024-03-07,2024-03-08,1133.79,Completed
2445,628,2024-05-24,2024-05-29,7734.5,Completed
2446,628,2024-06-30,2024-07-01,985.43,Completed
2447,628,2024-09-06,2024-09-07,1270.34,Completed
2448,628,2024-11-25,2024-11-29,855.62,Completed
2449,629,2023-09-09,2023-09-14,8273.97,Completed
2450,629,2023-09-30,2023-10-03,1497.93,Completed
2451,629,2023-12-09,2023-12-10,3960.78,Completed
2452,629,2024-01-11,2024-01-12,2480.07,Completed
2453,629,2024-03-02,2024-03-06,533.54,Completed
2454,629,2024-04-09,2024-04-12,2380.17,Completed
2455,630,2024-11-09,2024-11-11,547.01,Completed
2456,631,2023-09-12,2023-09-14,2535.32,Completed
2457,631,2023-11-29,2023-12-02,409.4,Completed
2458,631,2023-12-30,2023-12-31,1235.19,Completed
2459,631,2024-01-29,2024-02-01,95.63,Completed
2460,631,2024-03-22,2024-03-25,1489.93,Completed
2461,631,2024-04-28,2024-04-29,3740.4,Completed
2462,631,2024-07-08,2024-07-10,1836.83,Completed
2463,631,2024-08-30,2024-09-03,1074.76,Completed
2464,631,2024-10-31,2024-11-02,48.43,Completed
2465,632,2024-01-27,2024-02-01,719.72,Completed
2466,632,2024-04-10,2024-04-15,2508.71,Completed
2467,632,2024-06-12,2024-06-14,1093.62,Completed
2468,632,2024-08-28,2024-08-31,1189.04,Completed
2469,632,2024-10-25,2024-10-28,1983.85,Completed
2470,632,2024-11-29,2024-11-30,1301.86,Completed
2471,633,2022-08-19,2022-08-21,287.58,Completed
2472,633,2022-10-02,2022-10-03,2370.66,Completed
2473,633,2022-12-15,2022-12-19,1420.32,Completed
2474,633,2023-02-13,2023-02-14,222.72,Completed
2475,633,2023-03-29,2023-04-02,5009.51,Completed
2476,633,2023-04-22,2023-04-25,2944.53,Completed
2477,633,2023-06-08,2023-06-12,2677.96,Completed
2478,634,2022-02-28,2022-03-02,69.34,Completed
2479,635,2023-04-19,2023-04-20,138.64,Completed
2480,635,2023-06-24,2023-06-26,1476.1,Completed
2481,635,2023-07-13,2023-07-16,710.36,Completed
2482,635,2023-07-28,2023-07-30,916.02,Completed
2483,636,2022-12-21,2022-12-23,680.96,Completed
2484,636,2022-12-28,2022-12-29,1073.2,Completed
2485,636,2023-02-14,2023-02-15,1007.28,Completed
2486,636,2023-02-27,2023-03-01,1522.92,Completed
2487,636,2023-05-21,2023-05-25,148.19,Completed
2488,636,2023-06-03,2023-06-05,1383.58,Completed
2489,636,2023-07-25,2023-07-30,99.59,Completed
2490,636,2023-10-06,2023-10-10,241.52,Completed
2491,637,2023-05-12,2023-05-15,64.64,Completed
2492,637,2023-07-21,2023-07-22,1612.83,Completed
2493,637,2023-08-18,2023-08-19,146.91,Completed
2494,637,2023-09-26,2023-09-29,367.38,Completed
2495,637,2023-10-18,2023-10-22,3416.29,Completed
2496,637,2023-12-28,2023-12-31,2711.24,Completed
2497,637,2024-02-01,2024-02-05,2433.33,Completed
2498,637,2024-03-03,2024-03-07,3149.42,Completed
2499,637,2024-05-23,2024-05-25,2665.78,Completed
2500,637,2024-07-25,2024-07-28,1328.85,Completed
2501,637,2024-08-07,2024-08-09,378.16,Completed
2502,637,2024-10-13,2024-10-18,76.16,Completed
2503,637,2024-11-22,2024-11-27,385.84,Completed
2504,638,2023-01-28,2023-02-02,1763.11,Completed
2505,638,2023-04-11,2023-04-16,543.12,Completed
2506,638,2023-04-29,2023-04-30,1470.81,Completed
2507,639,2023-10-12,2023-10-16,331.83,Completed
2508,639,2023-10-24,2023-10-29,1403.59,Completed
2509,639,2024-01-17,2024-01-21,1817.22,Completed
2510,639,2024-02-25,2024-02-26,786.47,Completed
2511,640,2024-04-25,2024-04-28,353.49,Completed
2512,641,2024-10-29,2024-11-02,3645.86,Completed
2513,642,2022-05-14,2022-05-19,2211.88,Completed
2514,643,2023-03-08,2023-03-13,7996.32,Completed
2515,644,2024-09-07,2024-09-09,993.29,Completed
2516,645,2022-12-21,2022-12-26,2521.79,Completed
2517,645,2023-02-25,2023-02-27,248.06,Completed
2518,645,2023-05-01,2023-05-05,2678.33,Completed
2519,645,2023-07-10,2023-07-11,4148.54,Completed
2520,645,2023-07-17,2023-07-18,2126.26,Completed
2521,645,2023-09-16,2023-09-19,471.59,Completed
2522,645,2023-10-13,2023-10-18,3423.9,Completed
2523,645,2023-11-15,2023-11-18,669.34,Completed
2524,645,2024-02-12,2024-02-17,1496.61,Completed
2525,645,2024-04-30,2024-05-02,3911.36,Completed
2526,645,2024-07-21,2024-07-22,2028.31,Completed
2527,645,2024-09-26,2024-09-29,1700.79,Completed
2528,645,2024-11-20,2024-11-21,96.34,Completed
2529,646,2023-12-10,2023-12-14,5983.87,Completed
2530,646,2024-02-14,2024-02-15,2174.52,Completed
2531,646,2024-05-08,2024-05-09,554.13,Completed
2532,647,2023-07-03,2023-07-04,336.38,Completed
2533,647,2023-09-29,2023-10-01,1785.74,Completed
2534,647,2023-10-26,2023-10-27,1105.41,Completed
2535,647,2023-12-12,2023-12-15,82.33,Completed
2536,647,2023-12-27,2023-12-29,3321.31,Completed
2537,648,2023-05-26,2023-05-30,2007.2,Completed
2538,648,2023-06-22,2023-06-23,531.59,Completed
2539,648,2023-09-07,2023-09-08,993.14,Completed
2540,648,2023-09-28,2023-09-30,946.46,Completed
2541,648,2023-11-14,2023-11-15,321.56,Completed
2542,648,2024-01-04,2024-01-07,3029.23,Completed
2543,648,2024-01-22,2024-01-24,827.74,Completed
2544,648,2024-04-13,2024-04-17,119.87,Completed
2545,648,2024-05-21,2024-05-24,2443.59,Completed
2546,648,2024-08-11,2024-08-15,858.9,Completed
2547,648,2024-08-26,2024-08-28,903.76,Completed
2548,648,2024-09-22,2024-09-23,888.51,Completed
2549,648,2024-11-16,2024-11-17,813.27,Completed
2550,649,2023-09-11,2023-09-12,5256.14,Completed
2551,650,2023-08-19,2023-08-21,989.48,Completed
2552,650,2023-11-10,2023-11-12,212.31,Completed
2553,650,2023-11-19,2023-11-22,553.54,Completed
2554,650,2023-11-29,2023-12-02,131.58,Completed
2555,650,2023-12-12,2023-12-15,690.42,Completed
2556,650,2024-01-11,2024-01-12,790.13,Completed
2557,650,2024-02-25,2024-02-29,4013.31,Completed
2558,650,2024-03-23,2024-03-26,5204.66,Completed
2559,651,2024-10-04,2024-10-06,68.54,Completed
2560,652,2023-12-20,2023-12-25,1383.05,Completed
2561,653,2022-09-13,2022-09-16,828.42,Completed
2562,653,2022-10-17,2022-10-18,716.52,Completed
2563,653,2022-12-13,2022-12-16,878.74,Completed
2564,653,2022-12-25,2022-12-30,2816.55,Completed
2565,653,2023-02-04,2023-02-09,637.7,Completed
2566,653,2023-03-15,2023-03-18,1543.65,Completed
2567,654,2023-12-10,2023-12-14,284.96,Completed
2568,654,2024-01-11,2024-01-13,791.49,Completed
2569,654,2024-02-17,2024-02-21,1784.02,Completed
2570,654,2024-04-07,2024-04-11,6206.1,Completed
2571,654,2024-05-30,2024-05-31,464.77,Completed
2572,654,2024-07-04,2024-07-07,417.9,Completed
2573,655,2022-03-31,2022-04-02,592.48,Completed
2574,655,2022-05-31,2022-06-04,3863.91,Completed
2575,656,2022-06-15,2022-06-16,1447.35,Completed
2576,657,2023-06-15,2023-06-17,1178.7,Completed
2577,657,2023-07-20,2023-07-25,328.2,Completed
2578,657,2023-09-22,2023-09-24,1237.03,Completed
2579,657,2023-11-12,2023-11-14,1841.72,Completed
2580,658,2023-02-21,2023-02-25,308.46,Completed
2581,658,2023-05-01,2023-05-06,3693.32,Completed
2582,658,2023-07-11,2023-07-16,2697.63,Completed
2583,658,2023-10-01,2023-10-03,2526.87,Completed
2584,659,2023-07-15,2023-07-19,1678.83,Completed
2585,659,2023-08-01,2023-08-03,1184.61,Completed
2586,659,2023-10-03,2023-10-05,1056.52,Completed
2587,659,2023-11-14,2023-11-18,358.51,Completed
2588,660,2023-05-12,2023-05-15,677.49,Completed
2589,660,2023-07-28,2023-07-30,3794.01,Completed
2590,660,2023-08-06,2023-08-07,109.26,Completed
2591,660,2023-10-04,2023-10-08,5088.32,Completed
2592,661,2023-04-09,2023-04-10,4987.34,Completed
2593,661,2023-07-07,2023-07-10,1311.39,Completed
2594,661,2023-09-27,2023-10-01,462.73,Completed
2595,662,2022-07-30,2022-08-01,2666.38,Completed
2596,662,2022-09-24,2022-09-27,3459.72,Completed
2597,662,2022-10-01,2022-10-05,1245.62,Completed
2598,662,2022-10-12,2022-10-16,1093.24,Completed
2599,662,2022-10-30,2022-11-03,355.06,Completed
2600,663,2024-08-28,2024-08-29,1259.01,Completed
2601,663,2024-09-22,2024-09-25,988.68,Completed
2602,663,2024-09-30,2024-10-04,2751.26,Completed
2603,663,2024-11-29,2024-11-30,731.4,Completed
2604,664,2022-10-12,2022-10-16,2653.6,Completed
2605,665,2024-04-17,2024-04-19,3360.77,Completed
2606,665,2024-06-12,2024-06-14,1598.83,Completed
2607,665,2024-06-28,2024-07-02,3143.68,Completed
2608,665,2024-09-07,2024-09-08,435.16,Completed
2609,665,2024-10-30,2024-11-01,1336.01,Completed
2610,666,2023-02-20,2023-02-24,4438.51,Completed
2611,666,2023-03-22,2023-03-27,718.49,Completed
2612,666,2023-04-29,2023-05-01,47.79,Completed
2613,667,2023-08-15,2023-08-18,3719.23,Completed
2614,667,2023-09-01,2023-09-03,1894.24,Completed
2615,668,2023-04-26,2023-05-01,4640.44,Completed
2616,668,2023-05-27,2023-05-28,3501.81,Completed
2617,668,2023-07-03,2023-07-06,801.66,Completed
2618,669,2024-05-10,2024-05-15,1547.05,Completed
2619,669,2024-07-02,2024-07-05,326.79,Completed
2620,669,2024-09-13,2024-09-15,353.46,Completed
2621,669,2024-11-04,2024-11-05,2476.5,Completed
2622,670,2024-03-24,2024-03-25,92.77,Completed
2623,670,2024-05-23,2024-05-27,1797.39,Completed
2624,670,2024-07-18,2024-07-21,1332.11,Completed
2625,670,2024-08-19,2024-08-23,8198.24,Completed
2626,670,2024-09-21,2024-09-26,2071.31,Completed
2627,670,2024-09-28,2024-10-01,2874.16,Completed
2628,670,2024-11-19,2024-11-24,1113.58,Completed
2629,671,2023-08-20,2023-08-24,1439.73,Completed
2630,671,2023-11-17,2023-11-22,803.27,Completed
2631,671,2023-12-08,2023-12-13,594.93,Completed
2632,671,2024-02-14,2024-02-18,1158.53,Completed
2633,671,2024-04-26,2024-04-30,2246.44,Completed
2634,671,2024-07-17,2024-07-22,772.66,Completed
2635,671,2024-07-27,2024-07-28,379.72,Completed
2636,671,2024-09-20,2024-09-23,2771.57,Completed
2637,671,2024-11-26,2024-11-27,257.03,Completed
2638,672,2023-09-07,2023-09-10,491.48,Completed
2639,672,2023-11-04,2023-11-05,1565.88,Completed
2640,672,2023-12-12,2023-12-13,696.7,Completed
2641,672,2024-02-29,2024-03-04,4631.88,Completed
2642,672,2024-04-27,2024-04-29,3390.62,Completed
2643,672,2024-06-30,2024-07-05,518.72,Completed
2644,673,2023-08-07,2023-08-10,1511.47,Completed
2645,673,2023-09-18,2023-09-21,1967.16,Completed
2646,673,2023-11-04,2023-11-06,4734.9,Completed
2647,673,2024-01-08,2024-01-09,2889.61,Completed
2648,674,2024-10-09,2024-10-12,848.94,Completed
2649,675,2024-08-18,2024-08-19,348.61,Completed
2650,676,2022-08-22,2022-08-27,76.55,Completed
2651,676,2022-09-25,2022-09-26,506.59,Completed
2652,676,2022-12-09,2022-12-13,1443.17,Completed
2653,676,2023-01-16,2023-01-19,6668.32,Completed
2654,676,2023-02-08,2023-02-11,96.34,Completed
2655,676,2023-03-29,2023-04-03,1302.05,Completed
2656,676,2023-06-08,2023-06-11,494.68,Completed
2657,677,2024-07-29,2024-08-01,939.72,Completed
2658,677,2024-10-18,2024-10-20,444.9,Completed
2659,678,2023-01-18,2023-01-19,1405.37,Completed
2660,678,2023-01-27,2023-01-30,1921.3,Completed
2661,678,2023-04-14,2023-04-19,1787.54,Completed
2662,679,2023-09-03,2023-09-06,1491.32,Completed
2663,679,2023-10-30,2023-11-01,2263.93,Completed
2664,680,2024-04-15,2024-04-16,1274.37,Completed
2665,680,2024-06-13,2024-06-17,353.12,Completed
2666,681,2022-06-27,2022-06-30,853.36,Completed
2667,681,2022-08-29,2022-08-30,2536.84,Completed
2668,681,2022-10-03,2022-10-04,471.8,Completed
2669,681,2022-11-02,2022-11-07,319.26,Completed
2670,681,2022-12-27,2022-12-30,452.87,Completed
2671,682,2023-01-17,2023-01-21,1220.52,Completed
2672,683,2023-10-31,2023-11-02,436.58,Completed
2673,683,2023-12-16,2023-12-20,2454.98,Completed
2674,683,2024-02-18,2024-02-19,1823.87,Completed
2675,684,2023-06-20,2023-06-23,3702.91,Completed
2676,685,2024-07-07,2024-07-10,4059.21,Completed
2677,685,2024-09-11,2024-09-16,327.78,Completed
2678,685,2024-11-19,2024-11-23,1090.91,Completed
2679,686,2023-09-13,2023-09-16,964.78,Completed
2680,686,2023-10-26,2023-10-27,692.86,Completed
2681,686,2023-12-17,2023-12-19,2453.01,Completed
2682,687,2024-01-13,2024-01-15,428.97,Completed
2683,688,2022-09-05,2022-09-08,1001.46,Completed
2684,689,2022-11-29,2022-12-01,3203.85,Completed
2685,689,2022-12-28,2022-12-29,1554.65,Completed
2686,689,2023-03-24,2023-03-26,2053.08,Completed
2687,689,2023-05-22,2023-05-24,2578.7,Completed
2688,689,2023-08-18,2023-08-21,1159.29,Completed
2689,690,2022-08-30,2022-09-01,1419.65,Completed
2690,690,2022-09-06,2022-09-09,907.52,Completed
2691,691,2023-03-29,2023-03-31,373.46,Completed
2692,691,2023-05-01,2023-05-02,594.16,Completed
2693,691,2023-06-01,2023-06-03,431.32,Completed
2694,691,2023-06-20,2023-06-25,1293.96,Completed
2695,691,2023-08-01,2023-08-06,330.07,Completed
2696,692,2024-09-07,2024-09-12,152.21,Completed
2697,692,2024-10-30,2024-11-01,2563.8,Completed
2698,693,2024-02-06,2024-02-09,3316.41,Completed
2699,693,2024-04-06,2024-04-08,592.57,Completed
2700,693,2024-04-17,2024-04-19,2328.57,Completed
2701,693,2024-07-14,2024-07-19,724.26,Completed
2702,694,2023-03-26,2023-03-27,85.06,Completed
2703,695,2022-06-24,2022-06-25,843.7,Completed
2704,695,2022-08-24,2022-08-29,2419.85,Completed
2705,695,2022-09-14,2022-09-17,157.2,Completed
2706,695,2022-10-16,2022-10-17,1545.42,Completed
2707,695,2022-12-12,2022-12-14,2289.25,Completed
2708,695,2023-02-14,2023-02-19,552.84,Completed
2709,695,2023-05-08,2023-05-10,540.3,Completed
2710,695,2023-06-25,2023-06-28,2307.42,Completed
2711,695,2023-08-02,2023-08-07,883.04,Completed
2712,695,2023-09-17,2023-09-20,5288.6,Completed
2713,695,2023-12-09,2023-12-14,423.61,Completed
2714,695,2024-03-07,2024-03-08,532.29,Completed
2715,695,2024-05-16,2024-05-20,463.92,Completed
2716,695,2024-06-16,2024-06-17,2884.52,Completed
2717,695,2024-07-19,2024-07-21,420.89,Completed
2718,696,2024-01-11,2024-01-12,2552.14,Completed
2719,696,2024-01-21,2024-01-22,796.7,Completed
2720,696,2024-03-17,2024-03-20,211.6,Completed
2721,697,2022-08-20,2022-08-22,534.52,Completed
2722,697,2022-09-06,2022-09-10,161.19,Completed
2723,697,2022-10-23,2022-10-27,4039.11,Completed
2724,697,2023-01-08,2023-01-09,2377.14,Completed
2725,697,2023-01-26,2023-01-30,525.27,Completed
2726,697,2023-03-22,2023-03-26,1786.93,Completed
2727,697,2023-05-09,2023-05-13,319.55,Completed
2728,697,2023-06-06,2023-06-08,2133.38,Completed
2729,698,2022-11-10,2022-11-13,1972.09,Completed
2730,698,2023-02-04,2023-02-08,5530.43,Completed
2731,698,2023-04-19,2023-04-24,317.06,Completed
2732,698,2023-05-27,2023-05-28,3188.6,Completed
2733,699,2024-06-27,2024-06-30,811.99,Completed
2734,699,2024-09-02,2024-09-05,24.22,Completed
2735,699,2024-10-31,2024-11-04,1846.59,Completed
2736,699,2024-11-18,2024-11-22,4567.04,Completed
2737,700,2023-02-28,2023-03-01,6803.67,Completed
2738,700,2023-03-10,2023-03-11,1399.57,Completed
2739,700,2023-03-26,2023-03-27,1110.94,Completed
2740,700,2023-05-12,2023-05-15,2156.07,Completed
2741,701,2024-11-17,2024-11-22,3455.06,Completed
2742,702,2024-07-21,2024-07-25,2630.25,Completed
2743,702,2024-08-31,2024-09-05,2062.04,Completed
2744,703,2024-05-07,2024-05-08,718.44,Completed
2745,704,2022-05-02,2022-05-03,66.85,Completed
2746,705,2023-09-24,2023-09-28,1776.96,Completed
2747,706,2023-06-10,2023-06-13,884.18,Completed
2748,706,2023-07-18,2023-07-22,2644.93,Completed
2749,706,2023-07-31,2023-08-03,23.46,Completed
2750,707,2022-05-31,2022-06-05,1375.97,Completed
2751,707,2022-08-25,2022-08-28,3508.2,Completed
2752,707,2022-09-05,2022-09-10,3250.6,Completed
2753,707,2022-10-01,2022-10-05,2925.8,Completed
2754,707,2022-12-28,2022-12-29,23.38,Completed
2755,707,2023-01-08,2023-01-12,795.92,Completed
2756,707,2023-03-24,2023-03-25,8024.17,Completed
2757,707,2023-06-09,2023-06-11,310.76,Completed
2758,707,2023-08-17,2023-08-21,1789.51,Completed
2759,707,2023-10-07,2023-10-11,254.26,Completed
2760,707,2023-12-11,2023-12-12,855.84,Completed
2761,707,2024-01-05,2024-01-07,1430.51,Completed
2762,707,2024-02-20,2024-02-22,193.7,Completed
2763,707,2024-03-02,2024-03-06,5517.38,Completed
2764,707,2024-03-15,2024-03-18,1646.49,Completed
2765,707,2024-06-07,2024-06-12,1510.79,Completed
2766,707,2024-08-11,2024-08-16,628.63,Completed
2767,707,2024-08-27,2024-08-29,4916.1,Completed
2768,707,2024-11-02,2024-11-05,244.54,Completed
2769,708,2023-12-11,2023-12-16,897.35,Completed
2770,709,2022-05-04,2022-05-09,933.21,Completed
2771,709,2022-06-11,2022-06-15,37.6,Completed
2772,709,2022-08-13,2022-08-18,386.41,Completed
2773,709,2022-10-13,2022-10-18,4843.92,Completed
2774,709,2023-01-07,2023-01-12,1722.98,Completed
2775,710,2022-03-10,2022-03-13,4932.14,Completed
2776,710,2022-03-29,2022-03-31,4424.61,Completed
2777,710,2022-05-25,2022-05-27,505.28,Completed
2778,710,2022-06-30,2022-07-03,305.07,Completed
2779,710,2022-07-22,2022-07-27,846.03,Completed
2780,710,2022-10-09,2022-10-11,4025.16,Completed
2781,710,2022-11-30,2022-12-02,1941.52,Completed
2782,710,2023-01-24,2023-01-28,1568.06,Completed
2783,710,2023-02-08,2023-02-12,2043.09,Completed
2784,710,2023-03-30,2023-04-01,11.11,Completed
2785,710,2023-05-02,2023-05-03,189.65,Completed
2786,710,2023-07-27,2023-07-28,1733.05,Completed
2787,710,2023-08-20,2023-08-21,177.35,Completed
2788,710,2023-09-12,2023-09-13,3037.45,Completed
2789,710,2023-10-23,2023-10-27,2486.24,Completed
2790,711,2023-01-04,2023-01-07,633.41,Completed
2791,712,2024-05-12,2024-05-13,687.88,Completed
2792,712,2024-08-04,2024-08-08,1089.27,Completed
2793,712,2024-09-17,2024-09-19,133.54,Completed
2794,713,2024-07-12,2024-07-15,1187.1,Completed
2795,713,2024-10-03,2024-10-08,1344.07,Completed
2796,713,2024-10-20,2024-10-23,134.0,Completed
2797,714,2022-06-21,2022-06-22,2219.54,Completed
2798,714,2022-08-04,2022-08-08,1411.28,Completed
2799,714,2022-10-18,2022-10-22,784.94,Completed
2800,714,2022-11-30,2022-12-04,1007.24,Completed
2801,714,2023-01-18,2023-01-19,31.35,Completed
2802,714,2023-02-07,2023-02-11,242.66,Completed
2803,714,2023-04-27,2023-04-30,5405.35,Completed
2804,714,2023-07-04,2023-07-08,1605.03,Completed
2805,714,2023-08-31,2023-09-04,2052.6,Completed
2806,714,2023-10-25,2023-10-26,673.24,Completed
2807,714,2023-11-24,2023-11-27,2215.01,Completed
2808,714,2024-01-26,2024-01-28,414.26,Completed
2809,714,2024-03-14,2024-03-19,307.72,Completed
2810,714,2024-05-27,2024-06-01,4676.13,Completed
2811,714,2024-07-24,2024-07-26,2534.79,Completed
2812,714,2024-09-30,2024-10-04,288.16,Completed
2813,714,2024-10-25,2024-10-28,22.22,Completed
2814,715,2023-12-21,2023-12-24,3495.63,Completed
2815,715,2024-03-13,2024-03-15,1796.24,Completed
2816,715,2024-04-15,2024-04-16,1513.03,Completed
2817,715,2024-07-11,2024-07-14,1196.76,Completed
2818,715,2024-09-17,2024-09-21,23.94,Completed
2819,715,2024-11-20,2024-11-24,455.7,Completed
2820,715,2024-11-29,2024-11-30,1199.2,Completed
2821,716,2024-03-20,2024-03-24,2825.8,Completed
2822,717,2023-04-07,2023-04-10,1412.39,Completed
2823,717,2023-04-17,2023-04-22,924.92,Completed
2824,717,2023-06-30,2023-07-02,1434.82,Completed
2825,718,2023-09-06,2023-09-10,3885.49,Completed
2826,719,2024-05-22,2024-05-27,474.13,Completed
2827,720,2023-05-28,2023-05-29,705.13,Completed
2828,720,2023-07-27,2023-07-30,2092.03,Completed
2829,720,2023-08-25,2023-08-28,1841.72,Completed
2830,720,2023-09-10,2023-09-13,3601.08,Completed
2831,720,2023-09-22,2023-09-23,1249.56,Completed
2832,720,2023-10-21,2023-10-24,7184.44,Completed
2833,720,2024-01-18,2024-01-20,1746.87,Completed
2834,720,2024-03-10,2024-03-15,2044.81,Completed
2835,720,2024-03-24,2024-03-27,1289.03,Completed
2836,720,2024-05-31,2024-06-03,749.45,Completed
2837,720,2024-07-07,2024-07-10,2978.24,Completed
2838,720,2024-08-09,2024-08-10,2366.94,Completed
2839,720,2024-09-20,2024-09-23,3736.38,Completed
2840,721,2022-11-15,2022-11-17,1943.4,Completed
2841,721,2023-01-17,2023-01-21,587.06,Completed
2842,721,2023-03-01,2023-03-02,1218.76,Completed
2843,722,2022-08-20,2022-08-24,41.33,Completed
2844,722,2022-11-11,2022-11-14,780.25,Completed
2845,722,2023-01-03,2023-01-07,3765.49,Completed
2846,722,2023-01-20,2023-01-21,411.91,Completed
2847,722,2023-03-06,2023-03-09,1920.24,Completed
2848,722,2023-05-11,2023-05-14,1925.03,Completed
2849,722,2023-07-15,2023-07-17,427.89,Completed
2850,722,2023-07-22,2023-07-23,565.41,Completed
2851,722,2023-08-31,2023-09-01,439.75,Completed
2852,723,2022-02-06,2022-02-11,3184.17,Completed
2853,723,2022-03-20,2022-03-24,588.08,Completed
2854,723,2022-03-30,2022-03-31,5177.55,Completed
2855,724,2022-05-24,2022-05-25,1861.59,Completed
2856,724,2022-08-02,2022-08-06,4354.05,Completed
2857,724,2022-08-31,2022-09-03,4265.02,Completed
2858,725,2022-03-15,2022-03-18,21.87,Completed
2859,726,2022-04-11,2022-04-12,158.73,Completed
2860,727,2022-04-06,2022-04-09,774.0,Completed
2861,727,2022-05-20,2022-05-21,4274.19,Completed
2862,727,2022-05-29,2022-06-03,4296.22,Completed
2863,727,2022-08-09,2022-08-12,2585.0,Completed
2864,728,2023-04-26,2023-04-30,508.63,Completed
2865,728,2023-05-12,2023-05-15,1223.39,Completed
2866,728,2023-06-16,2023-06-21,1644.49,Completed
2867,729,2022-10-21,2022-10-25,2661.7,Completed
2868,729,2022-12-11,2022-12-12,2209.39,Completed
2869,729,2023-02-10,2023-02-14,2083.01,Completed
2870,729,2023-03-18,2023-03-21,2058.49,Completed
2871,729,2023-05-26,2023-05-31,989.41,Completed
2872,729,2023-08-08,2023-08-13,532.59,Completed
2873,729,2023-09-28,2023-10-03,2407.71,Completed
2874,729,2023-11-17,2023-11-21,1188.19,Completed
2875,729,2023-11-25,2023-11-30,1993.84,Completed
2876,729,2024-01-01,2024-01-05,167.18,Completed
2877,729,2024-03-27,2024-03-30,6586.44,Completed
2878,729,2024-05-23,2024-05-25,3719.44,Completed
2879,729,2024-06-21,2024-06-24,972.97,Completed
2880,729,2024-08-23,2024-08-28,399.71,Completed
2881,729,2024-11-19,2024-11-20,517.64,Completed
2882,730,2023-10-21,2023-10-25,270.97,Completed
2883,730,2024-01-16,2024-01-20,180.07,Completed
2884,731,2023-09-14,2023-09-18,2085.52,Completed
2885,732,2023-03-29,2023-04-01,2127.38,Completed
2886,732,2023-04-19,2023-04-21,35.92,Completed
2887,733,2023-07-18,2023-07-19,1472.06,Completed
2888,734,2024-05-26,2024-05-31,3982.53,Completed
2889,734,2024-06-19,2024-06-24,977.57,Completed
2890,734,2024-08-24,2024-08-25,1021.44,Completed
2891,734,2024-10-30,2024-11-02,457.68,Completed
2892,735,2023-12-08,2023-12-13,2687.6,Completed
2893,736,2024-05-02,2024-05-06,1101.44,Completed
2894,736,2024-07-25,2024-07-27,3150.55,Completed
2895,736,2024-09-18,2024-09-23,1122.32,Completed
2896,737,2023-09-12,2023-09-16,405.35,Completed
